1	10
2	16
3	15
4	16
5	7
6	8
7	4
8	3
9	12
10	5
11	4
12	9
13	15
14	17
15	23
16	4
17	13
18	5
19	7
20	15
21	8
22	18
23	12
24	15
25	17
26	16
27	1
28	7
29	7
30	10
31	13
32	8
33	15
34	16
35	11
36	9
37	10
38	10
39	11
40	13
41	3
42	14
43	3
44	9
45	9
46	4
47	8
48	15
49	12
50	6
51	22
52	12
53	4
54	4
55	13
56	19
57	16
58	15
59	17
60	3
61	23
62	5
63	8
64	16
65	11
66	10
67	14
68	16
69	13
70	23
71	10
72	12
73	6
74	25
75	7
76	24
77	14
78	5
79	4
80	11
81	14
82	15
83	5
84	13
85	13
86	13
87	18
88	13
89	16
90	14
91	20
92	9
93	8
94	18
95	3
96	16
97	15
98	7
99	25
100	29
101	14
102	13
103	17
104	21
105	14
106	14
107	17
108	16
109	6
110	11
111	23
112	13
113	15
114	18
115	22
116	20
117	11
118	21
119	31
120	13
121	19
122	20
123	20
124	13
125	4
126	23
127	16
128	19
129	17
130	19
131	13
132	4
133	5
134	16
135	12
136	17
137	14
138	13
139	31
140	18
141	10
142	16
143	10
144	13
145	22
146	10
147	5
148	15
149	28
150	15
151	14
152	8
153	23
154	14
155	18
156	14
157	13
158	7
159	23
160	13
161	12
162	6
163	9
164	17
165	10
166	15
167	13
168	11
169	14
170	19
171	10
172	0
173	24
174	4
175	18
176	20
177	20
178	5
179	21
180	28
181	19
182	13
183	15
184	14
185	10
186	9
187	21
188	7
189	28
190	13
191	15
192	21
193	13
194	21
195	16
196	7
197	12
198	23
199	23
200	16
201	20
202	5
203	22
204	13
205	27
206	14
207	11
208	20
209	11
210	12
211	18
212	13
213	3
214	14
215	10
216	21
217	18
218	13
219	31
220	12
221	18
222	5
223	26
224	5
225	21
226	16
227	21
228	23
229	22
230	7
231	19
232	13
233	24
234	16
235	21
236	17
237	8
238	16
239	21
240	13
241	15
242	17
243	15
244	24
245	16
246	30
247	15
248	3
249	31
250	13
251	14
252	20
253	14
254	10
255	21
256	13
257	13
258	14
259	19
260	13
261	14
262	9
263	21
264	21
265	22
266	24
267	13
268	17
269	18
270	18
271	20
272	14
273	23
274	21
275	14
276	7
277	17
278	22
279	15
280	14
281	14
282	23
283	14
284	22
285	14
286	6
287	22
288	24
289	13
290	31
291	24
292	25
293	9
294	20
295	13
296	18
297	21
298	21
299	24
300	15
301	21
302	21
303	25
304	7
305	31
306	16
307	16
308	23
309	17
310	30
311	17
312	31
313	16
314	20
315	21
316	24
317	21
318	19
319	11
320	10
321	14
322	25
323	17
324	31
325	21
326	19
327	14
328	14
329	22
330	25
331	20
332	8
333	14
334	26
335	24
336	23
337	22
338	14
339	23
340	16
341	26
342	22
343	21
344	14
345	29
346	13
347	13
348	15
349	18
350	25
351	13
352	23
353	23
354	22
355	22
356	5
357	31
358	14
359	19
360	14
361	13
362	15
363	17
364	14
365	27
366	22
367	25
368	11
369	22
370	21
371	21
372	23
373	19
374	13
375	22
376	21
377	10
378	14
379	21
380	21
381	13
382	16
383	14
384	24
385	13
386	19
387	31
388	23
389	10
390	21
391	15
392	8
393	22
394	21
395	21
396	13
397	21
398	20
399	15
400	13
401	14
402	20
403	14
404	24
405	15
406	11
407	13
408	22
409	21
410	21
411	16
412	24
413	24
414	13
415	21
416	22
417	22
418	15
419	13
420	31
421	18
422	14
423	11
424	8
425	21
426	23
427	13
428	14
429	13
430	17
431	31
432	13
433	13
434	21
435	31
436	17
437	22
438	31
439	31
440	14
441	16
442	17
443	22
444	30
445	14
446	22
447	21
448	18
449	24
450	13
451	21
452	16
453	31
454	10
455	10
456	21
457	22
458	22
459	5
460	23
461	14
462	16
463	15
464	22
465	21
466	31
467	13
468	17
469	27
470	24
471	13
472	26
473	22
474	29
475	13
476	24
477	24
478	13
479	23
480	21
481	15
482	21
483	14
484	22
485	14
486	24
487	18
488	9
489	22
490	13
491	31
492	14
493	21
494	15
495	16
496	22
497	16
498	12
499	21
500	13
501	22
502	17
503	16
504	31
505	25
506	9
507	21
508	18
509	13
510	13
511	21
512	22
513	14
514	21
515	14
516	26
517	21
518	11
519	14
520	17
521	13
522	21
523	30
524	25
525	21
526	14
527	25
528	21
529	13
530	26
531	21
532	31
533	13
534	14
535	13
536	22
537	20
538	22
539	23
540	21
541	17
542	23
543	13
544	22
545	13
546	14
547	22
548	14
549	13
550	24
551	16
552	23
553	22
554	16
555	11
556	31
557	22
558	21
559	22
560	12
561	21
562	15
563	21
564	24
565	13
566	29
567	23
568	14
569	15
570	14
571	18
572	22
573	26
574	22
575	20
576	15
577	22
578	24
579	17
580	17
581	21
582	9
583	13
584	21
585	13
586	12
587	13
588	26
589	17
590	15
591	21
592	16
593	16
594	13
595	31
596	14
597	13
598	24
599	13
600	14
601	12
602	15
603	24
604	13
605	17
606	13
607	22
608	10
609	13
610	13
611	13
612	13
613	15
614	14
615	10
616	16
617	21
618	13
619	24
620	22
621	12
622	14
623	13
624	6
625	14
626	21
627	13
628	31
629	17
630	18
631	13
632	16
633	20
634	13
635	17
636	13
637	15
638	21
639	23
640	13
641	14
642	21
643	14
644	31
645	13
646	21
647	21
648	21
649	29
650	14
651	13
652	13
653	14
654	12
655	14
656	23
657	21
658	21
659	14
660	14
661	31
662	31
663	14
