119	194
139	251
219	112
249	156
290	105
305	90
312	97
324	103
357	73
387	75
420	74
431	82
435	72
438	98
439	114
453	97
466	81
491	65
504	89
532	73
556	67
595	146
628	65
644	90
661	93
662	65
683	130
726	79
740	59
747	60
751	64
755	79
779	111
809	58
823	62
835	86
867	107
870	157
886	94
887	121
888	81
898	61
901	115
903	92
911	67
915	65
923	122
926	65
927	123
929	74
945	119
951	125
953	63
955	105
957	78
962	112
966	104
970	60
973	102
975	119
978	73
981	123
988	148
990	116
996	138
1001	96
1005	79
1007	77
1016	148
1019	118
1023	101
1025	86
1028	62
1034	58
1039	93
1047	73
1054	114
1058	71
1061	115
1065	70
1066	111
1067	61
1073	89
1075	89
1077	73
1080	116
1082	62
1084	63
1085	75
1091	142
1094	104
1095	190
1099	126
1100	158
1101	203
1110	112
1112	118
1120	112
1123	103
1125	112
1126	118
1128	113
1130	60
1131	92
1133	73
1135	105
1136	95
1137	168
1138	100
1139	126
1140	92
1141	99
1143	67
1145	97
1152	99
1156	117
1157	181
1158	76
1159	126
1162	105
1164	95
1169	74
1171	126
1174	101
1176	126
1178	104
1180	114
1181	112
1183	101
1185	112
1186	92
1188	103
1191	114
1194	177
1196	64
1197	107
1198	75
1200	99
1205	94
1210	111
1213	116
1214	96
1216	90
1219	93
1220	97
1223	105
1227	64
