500	-150.0
905	-142.0
1405	-205.0
1905	-244.0
2032	-81.0
2532	-142.0
2560	-14.0
2595	-26.0
3023	-180.0
3152	-73.0
3218	-39.0
3511	-165.0
4011	-225.0
4382	-141.0
4882	-187.0
4937	-44.0
5007	-30.0
5041	-13.0
5243	-92.0
5605	-200.0
6105	-142.0
6457	-161.0
6957	-148.0
7227	-141.0
7628	-172.0
7981	-122.0
7996	-110.0
8127	-67.0
8212	-46.0
8403	-78.0
8858	-134.0
8985	-77.0
9181	-83.0
9518	-131.0
9967	-148.0
10251	-100.0
10652	-118.0
10794	-117.0
11179	-132.0
11679	-187.0
11699	-5.0
11949	-104.0
11991	-33.0
12122	-50.0
12193	-51.0
12219	-9.0
12312	-86.0
12440	-23.0
12652	-60.0
12696	-12.0
12987	-101.0
13079	-45.0
13144	-49.0
13178	-36.0
13300	-16.0
13506	-90.0
13703	-79.0
13880	-55.0
14128	-67.0
14172	-19.0
14292	-19.0
14319	-13.0
14417	-20.0
14566	-44.0
15066	-139.0
15566	-90.0
15796	-78.0
15966	-74.0
16052	-16.0
16227	-40.0
16270	-16.0
16311	-2.0
16346	-17.0
16503	-33.0
16539	-16.0
16632	1.0
16751	-50.0
16780	-29.0
16814	-28.0
16899	-58.0
17068	-36.0
17292	-78.0
17310	-13.0
17359	-17.0
17451	-53.0
17826	-151.0
18018	-48.0
18058	4.0
18329	-107.0
18478	-75.0
18978	-120.0
19190	-133.0
19300	-31.0
19483	-30.0
19504	-19.0
19700	-61.0
19815	-17.0
19947	-73.0
20172	-42.0
20340	-18.0
20406	2.0
20475	-17.0
20734	-65.0
20840	-8.0
20920	-22.0
21020	-4.0
21135	-35.0
21205	-4.0
21229	-13.0
21366	-19.0
21458	15.0
21610	-28.0
21676	-2.0
22044	-61.0
22256	-10.0
22373	-23.0
22436	-4.0
22567	-9.0
22762	110.0
22940	-55.0
23091	-24.0
23314	-60.0
23386	-10.0
23475	-20.0
23505	-14.0
23632	-16.0
23715	-2.0
23805	-53.0
23861	-2.0
23964	-18.0
24035	-14.0
24058	-40.0
24081	-8.0
24200	-25.0
24331	-2.0
24426	-6.0
24563	-21.0
24741	-15.0
24993	121.0
25112	9.0
25168	3.0
25436	-41.0
25483	1.0
25529	-7.0
25624	10.0
25668	-14.0
25700	-14.0
25793	-15.0
25947	5.0
26066	-34.0
26123	-7.0
26176	-5.0
26311	-13.0
26398	-5.0
26511	4.0
26578	5.0
26626	-11.0
26674	-15.0
26769	-26.0
26883	-10.0
26988	-45.0
27006	-6.0
27112	-18.0
27194	-7.0
27318	-12.0
27396	6.0
27494	-5.0
27536	-4.0
27609	-5.0
27758	5.0
27881	-9.0
27883	-6.0
27954	2.0
28031	-15.0
28221	-19.0
28347	12.0
28459	10.0
28485	-14.0
28617	-3.0
28780	-10.0
28869	6.0
28908	4.0
29008	-4.0
29155	-19.0
29184	-3.0
29245	-9.0
29394	14.0
29438	-8.0
29587	5.0
29640	1.0
29849	-29.0
30103	3.0
30165	6.0
30271	14.0
30370	3.0
30397	-6.0
30449	3.0
30627	5.0
30730	-5.0
30785	5.0
30900	11.0
30923	-9.0
31132	13.0
31192	-1.0
31358	4.0
31418	0.0
31513	3.0
31602	-1.0
31822	-146.0
31867	4.0
31981	-10.0
32024	5.0
32057	-14.0
32097	2.0
32147	-1.0
32227	10.0
32278	10.0
32329	-15.0
32442	125.0
32489	-8.0
32569	9.0
32604	-6.0
32702	18.0
32724	-6.0
32801	-7.0
32892	-14.0
33133	-7.0
33193	11.0
33255	11.0
33291	-9.0
33355	7.0
33409	4.0
33499	-7.0
33543	-27.0
33653	12.0
33731	-1.0
33811	-39.0
33949	-7.0
34021	11.0
34079	3.0
34158	8.0
34224	-13.0
34281	4.0
34337	13.0
34391	6.0
34568	-7.0
34650	6.0
34690	-5.0
34847	131.0
34915	-15.0
34976	4.0
35129	11.0
35179	6.0
35226	2.0
35272	10.0
35390	-6.0
35431	-15.0
35485	-14.0
35582	10.0
35621	5.0
35678	4.0
35722	-61.0
35778	12.0
35849	-3.0
35916	14.0
36036	14.0
36078	-8.0
36161	9.0
36258	7.0
36320	-9.0
36402	9.0
36453	-14.0
36524	-4.0
36584	10.0
36660	2.0
36693	-5.0
36856	-19.0
36940	2.0
36997	4.0
37050	6.0
37100	0.0
37157	4.0
37224	5.0
37311	14.0
37363	5.0
37419	-23.0
37492	2.0
37586	1.0
37645	-10.0
37751	131.0
37835	15.0
37920	13.0
37975	-4.0
38056	8.0
38126	-1.0
38199	2.0
38260	12.0
38318	9.0
38395	14.0
38438	5.0
38500	11.0
38576	11.0
38674	6.0
38728	-13.0
38819	124.0
38852	-22.0
38975	6.0
39059	-8.0
39129	-12.0
39228	13.0
39283	-2.0
39381	131.0
39445	8.0
39568	12.0
39647	11.0
39709	12.0
39804	12.0
39870	-4.0
39901	3.0
39941	2.0
40050	7.0
40159	7.0
40206	6.0
40310	121.0
40380	12.0
40438	-7.0
40474	-5.0
40513	1.0
40572	13.0
40686	11.0
40748	-4.0
40780	-3.0
40855	4.0
40915	3.0
41009	16.0
41093	14.0
41171	0.0
41203	5.0
41281	14.0
41315	9.0
41383	6.0
41457	0.0
41525	13.0
41562	1.0
41703	20.0
41742	1.0
41786	6.0
41853	7.0
41900	10.0
41990	-5.0
42039	6.0
42111	12.0
42176	11.0
42289	12.0
42344	14.0
42362	-27.0
42436	131.0
42486	4.0
42588	0.0
42624	7.0
42664	-6.0
42700	3.0
42766	9.0
42802	4.0
42881	16.0
42936	-5.0
43003	14.0
43044	1.0
43106	13.0
43180	2.0
43268	13.0
43316	12.0
43386	4.0
43422	-3.0
43488	11.0
43551	9.0
43616	-9.0
43652	7.0
43746	10.0
43796	12.0
43836	3.0
43904	6.0
43949	-4.0
44014	-10.0
44057	-8.0
44185	8.0
44261	131.0
44391	15.0
44443	-3.0
44498	11.0
44529	7.0
44563	-26.0
44622	-11.0
44683	9.0
44744	10.0
44783	6.0
44846	-7.0
44912	6.0
44951	5.0
45058	-33.0
45105	7.0
45163	9.0
45206	4.0
45254	-14.0
45305	5.0
45387	-9.0
45424	0.0
45510	15.0
45577	14.0
45640	13.0
45680	9.0
45755	16.0
45815	11.0
45874	3.0
45939	-2.0
45998	13.0
46047	6.0
46096	4.0
